"1066","Наруто 9: Путь ниндзя","Наруто – подросток, который хочет стать известным ниндзя. С младенческих лет в Наруто запечатлен девятихвостый демон-лис, который дарует могущество и силу. Ему и его подруге Сакуре постоянно приходится бороться с Мадарой – загадочным злодеем в маске. Он хочет обрести власть! Но однажды Мадара нападает на главных героев и перемещает их в параллельный мир. Очнувшись в нем, Наруто и Сакура замечают, что все в их деревне изменилось. Главный герой видит своих родителей – оказывается, они не погибли и по-прежнему живут в деревне. А сами подростки превратились в обычных детей и теперь могут наслаждаться спокойной жизнью. Но что произошло за это время? Почему все так изменилось? Главному герою и его друзьям нужно найти ответ. Насколько опасен этот иллюзионный мир и не стали ли они жертвами обмана? Смотрите мультфильм «Наруто 9: Путь ниндзя» (2012) в онлайн-кинотеатре Okko. Популярные мультфильмы, сериалы и самые свежие новинки кинематографа — все это вы найдете в нашем кинотеатре. Больше нет необходимости искать, где смотреть онлайн мультипликационный фильм «Наруто 9: Путь ниндзя» в хорошем качестве. Полная версия в Full HD 720 или 1080. Гарантируем чистый звук, лицензионный перевод на русском языке и отсутствие рекламы.</span>","Аниме"
"1067","Наруто 9: Путь ниндзя","Наруто – подросток, который хочет стать известным ниндзя. С младенческих лет в Наруто запечатлен девятихвостый демон-лис, который дарует могущество и силу. Ему и его подруге Сакуре постоянно приходится бороться с Мадарой – загадочным злодеем в маске. Он хочет обрести власть! Но однажды Мадара нападает на главных героев и перемещает их в параллельный мир. Очнувшись в нем, Наруто и Сакура замечают, что все в их деревне изменилось. Главный герой видит своих родителей – оказывается, они не погибли и по-прежнему живут в деревне. А сами подростки превратились в обычных детей и теперь могут наслаждаться спокойной жизнью. Но что произошло за это время? Почему все так изменилось? Главному герою и его друзьям нужно найти ответ. Насколько опасен этот иллюзионный мир и не стали ли они жертвами обмана? Смотрите мультфильм «Наруто 9: Путь ниндзя» (2012) в онлайн-кинотеатре Okko. Популярные мультфильмы, сериалы и самые свежие новинки кинематографа — все это вы найдете в нашем кинотеатре. Больше нет необходимости искать, где смотреть онлайн мультипликационный фильм «Наруто 9: Путь ниндзя» в хорошем качестве. Полная версия в Full HD 720 или 1080. Гарантируем чистый звук, лицензионный перевод на русском языке и отсутствие рекламы.</span>","Фэнтези"
"1068","Игра разума","Когда в семейный ресторанчик подруги молодого мангаки Ниси вошла парочка безбашенных якудза потребовать старые долги, парень погибает жалкой унизительной смертью. Но вознёсшейся на небеса душе Ниси удалось убедить Господа позволить ему заново пережить свои последние минуты. Вернувшись назад новым человеком и поклявшись в корне изменить свою жизнь, Ниси отбил подружку у бандитов, и вместе с ней и её сестрой они отправляются в полное неожиданностей сюрреалистическое путешествие навстречу большим испытаниям.</span>","Аниме"
"1069","Игра разума","Когда в семейный ресторанчик подруги молодого мангаки Ниси вошла парочка безбашенных якудза потребовать старые долги, парень погибает жалкой унизительной смертью. Но вознёсшейся на небеса душе Ниси удалось убедить Господа позволить ему заново пережить свои последние минуты. Вернувшись назад новым человеком и поклявшись в корне изменить свою жизнь, Ниси отбил подружку у бандитов, и вместе с ней и её сестрой они отправляются в полное неожиданностей сюрреалистическое путешествие навстречу большим испытаниям.</span>","Мультфильмы"
"1070","Игра разума","Когда в семейный ресторанчик подруги молодого мангаки Ниси вошла парочка безбашенных якудза потребовать старые долги, парень погибает жалкой унизительной смертью. Но вознёсшейся на небеса душе Ниси удалось убедить Господа позволить ему заново пережить свои последние минуты. Вернувшись назад новым человеком и поклявшись в корне изменить свою жизнь, Ниси отбил подружку у бандитов, и вместе с ней и её сестрой они отправляются в полное неожиданностей сюрреалистическое путешествие навстречу большим испытаниям.</span>","Комедии"
"1071","Игра разума","Когда в семейный ресторанчик подруги молодого мангаки Ниси вошла парочка безбашенных якудза потребовать старые долги, парень погибает жалкой унизительной смертью. Но вознёсшейся на небеса душе Ниси удалось убедить Господа позволить ему заново пережить свои последние минуты. Вернувшись назад новым человеком и поклявшись в корне изменить свою жизнь, Ниси отбил подружку у бандитов, и вместе с ней и её сестрой они отправляются в полное неожиданностей сюрреалистическое путешествие навстречу большим испытаниям.</span>","Приключения"
"1072","Игра разума","Когда в семейный ресторанчик подруги молодого мангаки Ниси вошла парочка безбашенных якудза потребовать старые долги, парень погибает жалкой унизительной смертью. Но вознёсшейся на небеса душе Ниси удалось убедить Господа позволить ему заново пережить свои последние минуты. Вернувшись назад новым человеком и поклявшись в корне изменить свою жизнь, Ниси отбил подружку у бандитов, и вместе с ней и её сестрой они отправляются в полное неожиданностей сюрреалистическое путешествие навстречу большим испытаниям.</span>","Фэнтези"
"1073","Умница Уилл Хантинг","Уилл Хантинг - 20-летний вундеркинд из Бостона, который то и дело ввязывается в неприятные истории. И когда полиция арестовывает его за очередную драку, профессор математики берет его под свою опеку, но при одном условии: Уилл должен пройти курс психотерапии. Сеансы «перевоспитания», начавшиеся с недоверия, постепенно перерастают в дружбу между Уиллом и его наставником.</span>","Драмы"
"1074","Умница Уилл Хантинг","Уилл Хантинг - 20-летний вундеркинд из Бостона, который то и дело ввязывается в неприятные истории. И когда полиция арестовывает его за очередную драку, профессор математики берет его под свою опеку, но при одном условии: Уилл должен пройти курс психотерапии. Сеансы «перевоспитания», начавшиеся с недоверия, постепенно перерастают в дружбу между Уиллом и его наставником.</span>","Артхаус"
"1075","Метрополис","История города будущего типична – разделение на классы, несправедливость, угнетение. «Метрополис» был создан именно по такому прототипу. В верхней его части живут сытые и богатые люди, некоторые не знают нужды ни в чем. Они развлекаются и веселятся, их территория прекрасна в архитектурном плане. А внизу – рабочие, обслуживающие гигантские машины. И отношение к ним такое же – как к бездушным механизмам. Время от времени в устройствах что-то ломается, и погибает большое количество людей в чреве этого кровавого «молоха».Как-то раз Мария, девушка из низов, привела на экскурсию детей рабочих, чтобы показать, как живут в «Раю». Фредер, сын одного из правителей «Метрополиса», прогуливался в Вечных садах, увидел прекрасную незнакомку и незамедлительно влюбился в нее с первого взгляда. Парень отправляет на поиски Марии в нижние ярусы города. Он попадает туда как раз в момент, когда происходит авария, и гибнут люди. Фредер воспринимает эту часть города, как некое кровожадное чудовище.Вернувшись домой, он пытается расспросить отца, почему так устроен их мир, но получает ответ, что каждый находится там, где заслуживает. Парень уже знает, что его возлюбленная мечтает о справедливой жизни для всех, поэтому решает поддержать ее, спровоцировав восстание. А тем временем, правитель Йо Фредерсен придумывает ужасный план – он создает копию Марии, чтобы опорочить ее доброе имя. Частично ему это удается - между двумя ярусами города начинается хаос, а Фредер никак не может разобраться, где настоящая девушка, а где подделка.Чтобы предотвратить полный крах города, Мария предлагает парню стать Посредником между двумя ярусами, добиться перемирия вопреки предрассудкам с обеих сторон. Она рассказывает легенду о Вавилонской башне и проводит аналогию – мир, благополучие и порядок в «Метрополисе» может наступить только при условии, если «между головой и руками будет сердце».Причины посмотреть▪ Фильм создавался в те времена, когда немое кино было коротким. «Метрополис» идет 152 минуты.▪ Кинолента признана критиками шедевром мирового кинематографа и является самым дорогим проектом в истории немого немецкого кино. Картина создана по одноименному роману баронессы Теа Габриэла фон Харбоу, жены режиссера Фрица Ланга.▪ Спецэффекты для того времени потрясающие.▪ Бюджет картины также огромный для 20-ых годов прошлого века – 1,5 млн долларов, хотя прокат и не покрыл всех расходов.▪ Высокая оценка мировых кинокритиков – 97%.","Фантастика"
"1076","Метрополис","История города будущего типична – разделение на классы, несправедливость, угнетение. «Метрополис» был создан именно по такому прототипу. В верхней его части живут сытые и богатые люди, некоторые не знают нужды ни в чем. Они развлекаются и веселятся, их территория прекрасна в архитектурном плане. А внизу – рабочие, обслуживающие гигантские машины. И отношение к ним такое же – как к бездушным механизмам. Время от времени в устройствах что-то ломается, и погибает большое количество людей в чреве этого кровавого «молоха».Как-то раз Мария, девушка из низов, привела на экскурсию детей рабочих, чтобы показать, как живут в «Раю». Фредер, сын одного из правителей «Метрополиса», прогуливался в Вечных садах, увидел прекрасную незнакомку и незамедлительно влюбился в нее с первого взгляда. Парень отправляет на поиски Марии в нижние ярусы города. Он попадает туда как раз в момент, когда происходит авария, и гибнут люди. Фредер воспринимает эту часть города, как некое кровожадное чудовище.Вернувшись домой, он пытается расспросить отца, почему так устроен их мир, но получает ответ, что каждый находится там, где заслуживает. Парень уже знает, что его возлюбленная мечтает о справедливой жизни для всех, поэтому решает поддержать ее, спровоцировав восстание. А тем временем, правитель Йо Фредерсен придумывает ужасный план – он создает копию Марии, чтобы опорочить ее доброе имя. Частично ему это удается - между двумя ярусами города начинается хаос, а Фредер никак не может разобраться, где настоящая девушка, а где подделка.Чтобы предотвратить полный крах города, Мария предлагает парню стать Посредником между двумя ярусами, добиться перемирия вопреки предрассудкам с обеих сторон. Она рассказывает легенду о Вавилонской башне и проводит аналогию – мир, благополучие и порядок в «Метрополисе» может наступить только при условии, если «между головой и руками будет сердце».Причины посмотреть▪ Фильм создавался в те времена, когда немое кино было коротким. «Метрополис» идет 152 минуты.▪ Кинолента признана критиками шедевром мирового кинематографа и является самым дорогим проектом в истории немого немецкого кино. Картина создана по одноименному роману баронессы Теа Габриэла фон Харбоу, жены режиссера Фрица Ланга.▪ Спецэффекты для того времени потрясающие.▪ Бюджет картины также огромный для 20-ых годов прошлого века – 1,5 млн долларов, хотя прокат и не покрыл всех расходов.▪ Высокая оценка мировых кинокритиков – 97%.","Триллеры"
"1077","Метрополис","История города будущего типична – разделение на классы, несправедливость, угнетение. «Метрополис» был создан именно по такому прототипу. В верхней его части живут сытые и богатые люди, некоторые не знают нужды ни в чем. Они развлекаются и веселятся, их территория прекрасна в архитектурном плане. А внизу – рабочие, обслуживающие гигантские машины. И отношение к ним такое же – как к бездушным механизмам. Время от времени в устройствах что-то ломается, и погибает большое количество людей в чреве этого кровавого «молоха».Как-то раз Мария, девушка из низов, привела на экскурсию детей рабочих, чтобы показать, как живут в «Раю». Фредер, сын одного из правителей «Метрополиса», прогуливался в Вечных садах, увидел прекрасную незнакомку и незамедлительно влюбился в нее с первого взгляда. Парень отправляет на поиски Марии в нижние ярусы города. Он попадает туда как раз в момент, когда происходит авария, и гибнут люди. Фредер воспринимает эту часть города, как некое кровожадное чудовище.Вернувшись домой, он пытается расспросить отца, почему так устроен их мир, но получает ответ, что каждый находится там, где заслуживает. Парень уже знает, что его возлюбленная мечтает о справедливой жизни для всех, поэтому решает поддержать ее, спровоцировав восстание. А тем временем, правитель Йо Фредерсен придумывает ужасный план – он создает копию Марии, чтобы опорочить ее доброе имя. Частично ему это удается - между двумя ярусами города начинается хаос, а Фредер никак не может разобраться, где настоящая девушка, а где подделка.Чтобы предотвратить полный крах города, Мария предлагает парню стать Посредником между двумя ярусами, добиться перемирия вопреки предрассудкам с обеих сторон. Она рассказывает легенду о Вавилонской башне и проводит аналогию – мир, благополучие и порядок в «Метрополисе» может наступить только при условии, если «между головой и руками будет сердце».Причины посмотреть▪ Фильм создавался в те времена, когда немое кино было коротким. «Метрополис» идет 152 минуты.▪ Кинолента признана критиками шедевром мирового кинематографа и является самым дорогим проектом в истории немого немецкого кино. Картина создана по одноименному роману баронессы Теа Габриэла фон Харбоу, жены режиссера Фрица Ланга.▪ Спецэффекты для того времени потрясающие.▪ Бюджет картины также огромный для 20-ых годов прошлого века – 1,5 млн долларов, хотя прокат и не покрыл всех расходов.▪ Высокая оценка мировых кинокритиков – 97%.","Артхаус"
